,srcDistrictName,Number of Households issue Job Card Schedule Castes (SC),Number of Households issue Job Card Others,Total number of Households issue Job Card,Number of person days generated Scheduled Caste (SCs),Total number of person days generated,Families completed 100days Scheduled Caste (SCs),Families completed 100days Others,Total Families completed 100 days,YearCode
6711,khasi hills,0,0,22,0,2163,0,0,18,2018
6712,garo hills,0,5,156,0,9294,0,1,86,2017
6713,khasi hills,0,0,63,0,1150,0,0,0,2018
6714,garo hills,0,1,204,0,19602,0,1,176,2021
6715,ri bhoi,0,0,16,0,0,0,0,0,2016
6716,garo hills,0,0,37,0,3664,0,0,33,2018
6717,khasi hills,0,0,23,0,1340,0,0,0,2015
6718,jaintia hills,0,0,149,0,2611,0,0,0,2014
6719,garo hills,0,1,72,0,3635,0,0,0,2017
6720,garo hills,0,2,139,0,7526,0,0,0,2019
6721,garo hills,0,1,95,0,7300,0,0,73,2021
6722,ri bhoi,0,0,39,0,2474,0,0,9,2020
6723,jaintia hills,0,0,253,0,3747,0,0,0,2017
6724,garo hills,0,0,37,0,2484,0,0,0,2016
6725,garo hills,0,0,0,0,0,0,0,0,2019
6726,khasi hills,0,0,52,0,770,0,0,0,2015
6727,garo hills,0,239,240,0,7525,0,0,0,2019
6728,khasi hills,0,0,76,0,2100,0,0,0,2016
6729,ri bhoi,0,0,165,0,0,0,0,0,2016
6730,khasi hills,0,0,120,0,10500,0,0,105,2016
6731,garo hills,0,1,31,0,3100,0,1,31,2018
6732,khasi hills,0,0,31,0,1555,0,0,0,2020
6733,khasi hills,0,1,93,0,2804,0,0,0,2021
6734,garo hills,0,0,52,0,997,0,0,0,2019
6735,khasi hills,0,0,31,0,2739,0,0,18,2016
6736,ri bhoi,0,0,38,0,0,0,0,0,2015
6737,ri bhoi,0,0,46,0,1260,0,0,0,2014
6738,khasi hills,0,0,27,0,616,0,0,0,2014
6739,garo hills,0,0,66,0,6600,0,0,66,2021
6740,garo hills,0,1,41,0,3550,0,0,24,2020
6741,garo hills,0,14,149,0,12477,0,5,118,2019
6742,garo hills,7,2,105,462,6930,0,0,0,2017
6743,khasi hills,0,0,144,0,6803,0,0,7,2018
6744,garo hills,0,1,36,0,3570,0,0,35,2021
6745,khasi hills,0,1,232,0,2151,0,0,0,2018
6746,garo hills,0,0,18,0,1800,0,0,18,2017
6747,garo hills,0,0,127,0,10266,0,0,0,2017
6748,ri bhoi,0,0,45,0,2232,0,0,0,2015
6749,ri bhoi,0,0,303,0,20622,0,0,19,2018
6750,garo hills,0,1,211,0,5310,0,0,0,2020
6751,garo hills,0,0,24,0,1233,0,0,0,2020
6752,garo hills,0,0,34,0,2240,0,0,0,2015
6753,ri bhoi,0,0,39,0,1140,0,0,0,2019
6754,ri bhoi,0,0,207,0,18568,0,0,154,2014
6755,garo hills,0,0,85,0,7830,0,0,0,2020
6756,khasi hills,0,0,168,0,1961,0,0,0,2014
6757,khasi hills,0,0,62,0,4580,0,0,0,2019
6758,garo hills,0,0,67,0,4350,0,0,0,2016
6759,ri bhoi,0,1,42,0,1989,0,0,4,2020
6760,khasi hills,0,0,33,0,1902,0,0,13,2018
6761,khasi hills,0,0,80,0,7800,0,0,78,2018
6762,garo hills,0,2,44,0,4413,0,2,43,2019
6763,garo hills,0,5,24,0,2400,0,5,24,2018
6764,ri bhoi,0,0,55,0,4217,0,0,0,2017
6765,khasi hills,0,2,171,0,10377,0,0,0,2019
6766,garo hills,0,0,26,0,700,0,0,0,2015
6767,jaintia hills,0,0,262,0,3584,0,0,0,2021
6768,garo hills,0,0,50,0,4900,0,0,49,2017
6769,khasi hills,0,0,105,0,2398,0,0,0,2020
6770,khasi hills,0,0,11,0,1100,0,0,11,2020
6771,khasi hills,0,0,101,0,5702,0,0,0,2016
6772,garo hills,0,0,85,0,5790,0,0,0,2016
6773,garo hills,0,68,70,0,600,0,0,0,2016
6774,khasi hills,0,0,78,0,4363,0,0,0,2016
6775,jaintia hills,0,0,46,0,973,0,0,0,2014
6776,khasi hills,0,0,0,0,0,0,0,0,2020
6777,jaintia hills,0,0,522,0,0,0,0,0,2015
6778,khasi hills,0,0,218,0,2318,0,0,0,2014
6779,jaintia hills,0,0,232,0,20679,0,0,79,2018
6780,garo hills,0,20,88,0,8638,0,3,19,2019
6781,khasi hills,0,0,38,0,2355,0,0,0,2016
6782,khasi hills,0,0,32,0,386,0,0,0,2014
6783,garo hills,0,190,190,0,12924,0,0,0,2016
6784,garo hills,0,0,52,0,1560,0,0,0,2014
6785,jaintia hills,0,0,137,0,10319,0,0,28,2019
6786,ri bhoi,0,1,48,0,3223,0,0,8,2021
6787,garo hills,1,0,112,96,10201,0,0,60,2021
6788,khasi hills,0,0,40,0,1800,0,0,0,2017
6789,khasi hills,0,0,228,0,1662,0,0,0,2018
6790,khasi hills,0,0,34,0,3075,0,0,24,2021
6791,garo hills,0,2,103,0,8508,0,0,0,2020
6792,khasi hills,0,0,160,0,3120,0,0,0,2015
6793,garo hills,0,0,38,0,2850,0,0,0,2016
6794,khasi hills,0,0,25,0,0,0,0,0,2016
6795,garo hills,0,3,131,0,11000,0,2,110,2020
6796,jaintia hills,0,0,64,0,1031,0,0,0,2015
6797,garo hills,0,2,39,0,3800,0,0,0,2015
6798,khasi hills,0,0,62,0,3873,0,0,11,2021
6799,jaintia hills,0,0,18,0,520,0,0,0,2021
6800,garo hills,0,0,19,0,1900,0,0,19,2017
6801,ri bhoi,0,2,55,0,3616,0,0,9,2014
6802,garo hills,0,4,150,0,11875,0,0,0,2021
6803,garo hills,0,0,80,0,7784,0,0,68,2021
6804,khasi hills,0,0,59,0,752,0,0,0,2020
6805,garo hills,0,1,42,0,4200,0,1,38,2018
6806,khasi hills,0,0,15,0,812,0,0,0,2014
6807,khasi hills,0,0,41,0,4100,0,0,41,2019
6808,garo hills,3,0,280,76,9359,0,0,0,2018
6809,ri bhoi,1,0,250,34,14747,0,0,22,2020
6810,garo hills,0,5,93,0,5515,0,0,0,2020
6811,garo hills,0,0,15,0,0,0,0,0,2020
6812,garo hills,0,2,61,0,6000,0,2,60,2017
6813,khasi hills,0,0,177,0,16591,0,0,157,2017
6814,khasi hills,0,0,147,0,5716,0,0,0,2020
6815,khasi hills,0,0,39,0,503,0,0,0,2018
6816,garo hills,54,22,111,4595,7382,0,0,0,2016
6817,garo hills,0,0,86,0,8398,0,0,78,2020
6818,khasi hills,0,0,53,0,4753,0,0,39,2018
6819,garo hills,0,1,59,0,5694,0,0,53,2018
6820,garo hills,0,1,116,0,11100,0,1,111,2020
6821,ri bhoi,0,0,109,0,5747,0,0,4,2020
6822,khasi hills,0,1,38,0,1657,0,0,0,2016
6823,garo hills,0,0,137,0,9874,0,0,95,2016
6824,garo hills,0,0,84,0,3840,0,0,0,2014
6825,garo hills,0,24,108,0,5151,0,0,0,2020
6826,garo hills,0,0,45,0,1720,0,0,0,2016
6827,garo hills,0,4,96,0,7300,0,1,68,2016
6828,garo hills,0,2,58,0,5122,0,0,10,2018
6829,ri bhoi,0,2,138,0,13405,0,2,240,2015
6830,jaintia hills,0,0,45,0,147,0,0,0,2018
6831,garo hills,0,0,26,0,2417,0,0,1,2020
6832,khasi hills,0,0,134,0,5460,0,0,0,2017
6833,khasi hills,0,0,21,0,756,0,0,0,2018
6834,garo hills,0,2,68,0,5800,0,2,58,2021
6835,garo hills,0,1,24,0,2116,0,0,0,2018
6836,jaintia hills,0,0,39,0,308,0,0,0,2020
6837,jaintia hills,0,0,122,0,1710,0,0,0,2018
6838,jaintia hills,0,0,78,0,0,0,0,0,2014
6839,khasi hills,0,0,33,0,2856,0,0,27,2021
6840,garo hills,0,0,68,0,5628,0,0,55,2020
6841,khasi hills,0,0,100,0,9700,0,0,74,2019
6842,garo hills,1,0,57,57,3029,0,0,0,2016
6843,garo hills,0,1,73,0,6740,0,1,61,2020
6844,garo hills,1,0,107,35,3570,0,0,0,2017
6845,khasi hills,0,0,44,0,0,0,0,0,2014
6846,khasi hills,0,0,97,0,3922,0,0,0,2014
6847,jaintia hills,0,0,620,0,28516,0,0,0,2021
6848,khasi hills,0,1,109,0,4885,0,0,0,2017
6849,khasi hills,0,3,165,0,14979,0,3,87,2019
6850,garo hills,0,0,10,0,304,0,0,0,2015
6851,ri bhoi,14,42,191,1195,17202,10,30,140,2021
6852,khasi hills,0,0,61,0,3539,0,0,0,2016
6853,khasi hills,0,0,42,0,1420,0,0,0,2014
6854,garo hills,0,1,90,0,4539,0,0,0,2015
6855,garo hills,0,1,48,0,4799,0,1,47,2020
6856,jaintia hills,0,0,20,0,1399,0,0,0,2020
6857,garo hills,0,2,20,0,2000,0,2,20,2019
6858,garo hills,0,7,54,0,1512,0,0,0,2014
6859,garo hills,16,9,257,1352,22700,9,6,164,2016
6860,khasi hills,0,2,132,0,0,0,0,0,2016
6861,ri bhoi,0,0,45,0,2292,0,0,0,2016
6862,garo hills,1,2,124,96,10401,0,0,0,2021
6863,khasi hills,0,3,177,0,14134,0,0,25,2018
6864,khasi hills,0,0,0,0,0,0,0,0,2019
6865,garo hills,0,0,100,0,5350,0,0,0,2016
6866,garo hills,0,0,75,0,7500,0,0,0,2015
6867,garo hills,0,0,30,0,1326,0,0,0,2014
6868,garo hills,0,0,98,0,9589,0,0,91,2021
6869,jaintia hills,0,0,4,0,0,0,0,0,2014
6870,jaintia hills,0,0,36,0,1814,0,0,0,2020
6871,ri bhoi,0,0,46,0,4064,0,0,18,2015
6872,garo hills,0,0,40,0,4000,0,0,40,2019
6873,garo hills,0,0,199,0,17580,0,0,2,2020
6874,khasi hills,0,0,111,0,4380,0,0,1,2014
6875,garo hills,0,0,50,0,4500,0,0,45,2020
6876,garo hills,0,0,30,0,1400,0,0,0,2015
6877,khasi hills,0,0,168,0,8105,0,0,20,2020
6878,ri bhoi,0,7,99,0,1324,0,0,0,2018
6879,khasi hills,0,0,115,0,0,0,0,0,2015
6880,khasi hills,0,0,75,0,2379,0,0,0,2020
6881,garo hills,0,1,33,0,2974,0,1,26,2020
6882,khasi hills,0,0,134,0,12046,0,0,107,2019
6883,garo hills,0,1,30,0,2860,0,1,26,2019
6884,garo hills,0,0,66,0,4356,0,0,0,2016
6885,khasi hills,0,0,0,0,0,0,0,0,2015
6886,garo hills,0,0,15,0,972,0,0,0,2016
6887,garo hills,0,8,43,0,3948,0,7,34,2018
6888,garo hills,0,51,51,0,2208,0,0,0,2016
6889,jaintia hills,0,0,125,0,4896,0,0,0,2014
6890,garo hills,0,0,32,0,2750,0,0,6,2021
6891,khasi hills,0,0,21,0,1312,0,0,0,2018
6892,garo hills,0,1,75,0,2952,0,0,0,2015
6893,jaintia hills,0,0,28,0,1122,0,0,0,2014
6894,khasi hills,0,0,79,0,2300,0,0,0,2014
6895,jaintia hills,7,0,63,280,2480,0,0,0,2016
6896,garo hills,0,0,69,0,5099,0,0,0,2016
6897,garo hills,0,1,63,0,6174,0,0,0,2016
6898,jaintia hills,0,0,104,0,176,0,0,0,2016
6899,garo hills,5,1,32,0,0,0,0,0,2014
6900,ri bhoi,0,4,103,0,0,0,0,0,2015
6901,khasi hills,0,0,41,0,1600,0,0,0,2015
6902,ri bhoi,0,2,230,0,0,0,0,0,2017
6903,garo hills,0,0,20,0,2000,0,0,20,2020
6904,khasi hills,0,1,148,0,10579,0,0,4,2020
6905,khasi hills,0,0,68,0,1058,0,0,0,2017
6906,garo hills,0,0,33,0,0,0,0,0,2016
6907,garo hills,0,3,98,0,5000,0,0,47,2017
6908,garo hills,39,0,127,3775,9500,35,0,90,2016
6909,garo hills,0,2,48,0,3636,0,0,35,2016
6910,garo hills,0,0,168,0,15214,0,0,0,2014
6911,jaintia hills,0,0,25,0,0,0,0,0,2018
6912,khasi hills,0,0,15,0,0,0,0,0,2016
6913,khasi hills,0,0,96,0,0,0,0,0,2017
6914,garo hills,0,0,10,0,909,0,0,0,2014
6915,khasi hills,0,1,74,0,0,0,0,0,2021
6916,khasi hills,0,0,28,0,0,0,0,0,2014
6917,khasi hills,0,0,19,0,23,0,0,0,2020
6918,khasi hills,0,0,36,0,2024,0,0,0,2018
6919,ri bhoi,0,0,131,0,2776,0,0,0,2016
6920,khasi hills,0,1,73,0,6094,0,0,9,2020
6921,garo hills,0,2,39,0,3900,0,2,39,2016
6922,garo hills,0,2,107,0,7280,0,0,0,2015
6923,garo hills,0,0,107,0,9642,0,1,273,2015
6924,garo hills,0,0,30,0,3000,0,0,30,2019
6925,garo hills,0,1,34,0,0,0,0,0,2018
6926,khasi hills,0,0,240,0,4520,0,0,0,2015
6927,khasi hills,0,0,28,0,835,0,0,1,2018
6928,khasi hills,0,0,33,0,2783,0,0,24,2020
6929,garo hills,0,0,50,0,4916,0,0,49,2021
6930,garo hills,1,3,201,50,9350,0,0,0,2020
6931,garo hills,0,0,46,0,4264,0,0,0,2016
6932,ri bhoi,0,1,34,0,2378,0,0,0,2020
6933,khasi hills,0,0,52,0,0,0,0,0,2019
6934,garo hills,0,2,111,0,4892,0,0,0,2017
6935,khasi hills,0,0,118,0,10974,0,0,78,2021
6936,khasi hills,0,0,31,0,2248,0,0,15,2021
6937,khasi hills,0,0,81,0,2058,0,0,0,2016
6938,garo hills,0,120,120,0,11402,0,104,104,2019
6939,khasi hills,0,0,94,0,0,0,0,0,2015
6940,garo hills,0,0,40,0,3800,0,0,38,2018
6941,garo hills,0,1,38,0,3454,0,1,32,2020
6942,ri bhoi,0,0,144,0,0,0,0,0,2014
6943,garo hills,0,1,33,0,2258,0,0,0,2020
6944,khasi hills,0,0,178,0,14781,0,0,2,2015
6945,garo hills,0,5,100,0,8836,0,5,86,2019
6946,garo hills,0,0,37,0,2405,0,0,0,2015
6947,khasi hills,0,0,153,0,1777,0,0,0,2014
6948,khasi hills,0,0,29,0,2656,0,0,16,2019
6949,garo hills,0,0,36,0,1995,0,0,0,2017
6950,garo hills,0,0,40,0,2000,0,0,0,2014
6951,garo hills,0,0,50,0,5000,0,3,114,2014
6952,khasi hills,0,14,105,0,9309,0,12,70,2020
6953,khasi hills,0,0,67,0,3000,0,0,0,2014
6954,garo hills,0,66,66,0,3710,0,0,0,2014
6955,garo hills,0,1,65,0,6100,0,1,61,2019
6956,ri bhoi,0,0,79,0,3598,0,0,0,2021
6957,khasi hills,0,0,53,0,4091,0,0,5,2018
6958,garo hills,0,0,74,0,1904,0,0,0,2016
6959,garo hills,0,0,51,0,4576,0,0,0,2020
6960,jaintia hills,0,0,15,0,0,0,0,0,2019
6961,garo hills,0,0,29,0,2900,0,0,29,2016
6962,garo hills,0,0,22,0,0,0,0,0,2015
6963,garo hills,0,1,50,0,4706,0,1,92,2014
6964,garo hills,0,1,146,0,6112,0,0,0,2015
6965,garo hills,0,0,36,0,1966,0,0,0,2016
6966,garo hills,0,0,71,0,6149,0,0,32,2021
6967,khasi hills,0,0,191,0,5221,0,0,2,2020
6968,khasi hills,0,0,53,0,0,0,0,0,2017
6969,jaintia hills,0,0,94,0,6777,0,0,0,2014
6970,khasi hills,0,0,67,0,0,0,0,0,2016
6971,garo hills,0,0,71,0,6745,0,0,0,2017
6972,garo hills,0,0,37,0,3460,0,0,5,2017
6973,khasi hills,0,0,98,0,662,0,0,0,2016
6974,garo hills,0,0,46,0,4200,0,0,42,2021
6975,garo hills,0,1,32,0,2244,0,0,0,2015
6976,khasi hills,0,0,12,0,0,0,0,0,2020
6977,garo hills,0,5,47,0,3482,0,0,32,2017
6978,khasi hills,0,0,48,0,1287,0,0,0,2014
6979,garo hills,0,1,106,0,9400,0,0,94,2018
6980,garo hills,0,194,194,0,5376,0,0,0,2014
6981,garo hills,0,1,118,0,9041,0,0,3,2017
6982,garo hills,0,0,35,0,1147,0,0,0,2017
6983,khasi hills,0,0,31,0,2362,0,0,13,2018
6984,garo hills,0,14,67,0,4326,0,0,0,2021
6985,ri bhoi,0,0,25,0,1728,0,0,3,2020
6986,garo hills,0,0,88,0,8400,0,0,65,2019
6987,garo hills,0,0,20,0,686,0,0,0,2018
6988,khasi hills,0,0,53,0,2408,0,0,0,2016
6989,garo hills,0,0,48,0,4700,0,0,47,2017
6990,khasi hills,0,3,96,0,4576,0,0,0,2017
6991,garo hills,0,0,39,0,3552,0,0,0,2017
6992,garo hills,0,3,61,0,1470,0,0,0,2016
6993,garo hills,0,0,169,0,9305,0,0,0,2016
6994,garo hills,1,0,77,0,6200,0,2,134,2014
6995,garo hills,0,0,26,0,1840,0,0,0,2020
6996,garo hills,0,1,120,0,9341,0,0,0,2016
6997,garo hills,0,1,75,0,7300,0,1,73,2020
6998,garo hills,0,0,80,0,7301,0,0,71,2021
6999,garo hills,0,1,94,0,2808,0,0,0,2018
7000,ri bhoi,0,1,200,0,10815,0,0,15,2020
7001,garo hills,5,0,67,449,6000,0,0,0,2020
7002,khasi hills,0,0,18,0,0,0,0,0,2021
7003,khasi hills,0,0,109,0,0,0,0,0,2015
7004,garo hills,0,2,137,0,12442,0,1,96,2017
7005,garo hills,0,0,18,0,540,0,0,0,2014
7006,garo hills,0,0,111,0,10500,0,0,85,2017
7007,khasi hills,0,0,76,0,5542,0,0,0,2014
7008,ri bhoi,0,0,16,0,1190,0,0,0,2019
7009,garo hills,0,3,95,0,3003,0,0,0,2014
7010,khasi hills,0,0,82,0,6892,0,0,0,2016
7011,garo hills,0,0,0,0,0,0,0,0,2015
7012,khasi hills,0,1,82,0,3465,0,0,0,2018
7013,ri bhoi,0,0,0,0,0,0,0,0,2014
7014,garo hills,0,0,0,0,0,0,0,0,2014
7015,khasi hills,0,0,44,0,3065,0,0,10,2019
7016,garo hills,0,2,86,0,8000,0,2,80,2017
7017,ri bhoi,0,6,171,0,1020,0,0,0,2020
7018,khasi hills,0,0,10,0,0,0,0,0,2016
7019,khasi hills,0,0,18,0,1676,0,0,12,2019
7020,garo hills,0,0,122,0,9150,0,0,0,2014
7021,khasi hills,0,0,52,0,1936,0,0,0,2016
7022,garo hills,0,0,63,0,5775,0,0,53,2019
7023,khasi hills,0,0,56,0,253,0,0,0,2021
7024,garo hills,0,3,73,0,3328,0,0,0,2018
7025,garo hills,0,2,96,0,4465,0,1,27,2016
7026,garo hills,0,1,46,0,4500,0,1,45,2021
7027,garo hills,0,1,82,0,8160,0,1,78,2020
7028,garo hills,0,0,52,0,0,0,0,0,2014
7029,khasi hills,0,0,52,0,1370,0,0,0,2017
7030,garo hills,1,2,20,86,1724,0,0,9,2018
7031,jaintia hills,0,0,71,0,2717,0,0,0,2020
7032,jaintia hills,0,0,7,0,95,0,0,0,2019
7033,khasi hills,0,0,75,0,5619,0,0,0,2018
7034,garo hills,0,1,89,0,6627,0,0,0,2015
7035,garo hills,0,0,6,0,402,0,0,0,2014
7036,garo hills,0,0,76,0,4547,0,0,0,2014
7037,khasi hills,0,2,297,0,20717,0,0,13,2018
7038,khasi hills,0,0,94,0,2001,0,0,0,2021
7039,ri bhoi,0,0,44,0,1692,0,0,0,2015
7040,garo hills,0,1,28,0,1355,0,0,0,2018
7041,garo hills,0,0,124,0,6975,0,0,0,2017
7042,garo hills,0,2,145,0,13895,0,2,138,2018
7043,garo hills,0,0,93,0,6122,0,0,0,2015
7044,garo hills,0,1,26,0,2600,0,1,26,2019
7045,ri bhoi,0,0,198,0,6839,0,0,0,2021
7046,khasi hills,0,0,79,0,5328,0,0,3,2017
7047,garo hills,0,0,0,0,0,0,0,0,2014
7048,garo hills,0,1,126,0,10539,0,0,0,2016
7049,ri bhoi,0,0,37,0,1056,0,0,0,2014
7050,khasi hills,0,0,108,0,3040,0,0,0,2018
7051,ri bhoi,0,1,94,0,591,0,0,0,2018
7052,garo hills,0,1,70,0,6300,0,1,63,2021
7053,khasi hills,0,0,134,0,4593,0,0,6,2016
7054,garo hills,0,0,70,0,7000,0,0,70,2019
7055,garo hills,0,0,127,0,12640,0,0,125,2019
7056,khasi hills,0,0,110,0,0,0,0,0,2017
7057,garo hills,0,0,79,0,7700,0,0,76,2018
7058,khasi hills,0,0,40,0,1471,0,0,11,2020
7059,ri bhoi,0,0,144,0,10848,0,0,0,2014
7060,ri bhoi,0,0,78,0,1848,0,0,0,2014
7061,khasi hills,0,1,101,0,3685,0,0,0,2021
7062,garo hills,0,0,35,0,3200,0,0,32,2017
7063,khasi hills,8,47,464,233,11151,0,0,0,2014
7064,jaintia hills,0,0,124,0,0,0,0,0,2014
7065,garo hills,1,0,89,0,7780,0,0,19,2016
7066,khasi hills,0,0,30,0,1617,0,0,0,2018
7067,garo hills,0,3,66,0,6400,0,3,60,2017
7068,khasi hills,0,0,134,0,0,0,0,0,2015
7069,garo hills,0,2,107,0,10300,0,2,97,2020
7070,ri bhoi,2,15,176,35,6503,0,0,2,2020
7071,khasi hills,0,0,48,0,3027,0,0,4,2017
7072,garo hills,0,2,115,0,8310,0,0,73,2016
7073,khasi hills,0,0,37,0,876,0,0,0,2014
7074,khasi hills,0,0,70,0,6017,0,0,1,2016
7075,khasi hills,0,0,71,0,4023,0,0,0,2017
7076,jaintia hills,0,0,126,0,2608,0,0,0,2018
7077,garo hills,0,1,46,0,4200,0,0,0,2018
7078,garo hills,0,0,40,0,364,0,0,0,2018
7079,garo hills,0,0,74,0,6882,0,0,67,2019
7080,garo hills,0,0,33,0,2310,0,0,0,2016
7081,garo hills,0,1,19,0,1858,0,0,2,2019
7082,garo hills,0,0,29,0,2800,0,0,0,2015
7083,khasi hills,0,0,96,0,5188,0,0,0,2020
7084,khasi hills,0,0,108,0,2504,0,0,1,2017
7085,garo hills,0,0,24,0,2408,0,0,0,2019
7086,khasi hills,0,0,143,0,1480,0,0,0,2016
7087,garo hills,1,1,107,99,10244,0,0,0,2016
7088,garo hills,0,1,66,0,6602,0,1,64,2021
7089,khasi hills,0,0,47,0,4400,0,0,44,2017
7090,garo hills,0,0,27,0,1620,0,0,0,2015
7091,khasi hills,0,0,67,0,5442,0,0,0,2019
7092,garo hills,0,0,0,0,0,0,0,0,2014
7093,ri bhoi,0,0,141,0,10284,0,0,1,2016
7094,garo hills,0,1,36,0,3200,0,0,28,2019
7095,khasi hills,0,0,235,0,6700,0,0,0,2015
7096,khasi hills,0,1,36,0,3600,0,1,36,2016
7097,ri bhoi,0,2,37,0,595,0,0,0,2017
7098,khasi hills,0,0,48,0,0,0,0,0,2014
7099,garo hills,0,0,24,0,2400,0,0,24,2017
7100,garo hills,0,0,175,0,7400,0,0,0,2014
7101,garo hills,0,3,58,0,1596,0,0,0,2014
7102,garo hills,0,0,72,0,5779,0,0,0,2020
7103,garo hills,0,1,38,0,1900,0,0,0,2017
7104,jaintia hills,0,0,0,0,0,0,0,0,2021
7105,khasi hills,0,0,37,0,2931,0,0,7,2016
7106,ri bhoi,0,0,10,0,432,0,0,0,2016
7107,ri bhoi,0,2,64,0,4088,0,0,5,2018
7108,garo hills,0,0,22,0,2200,0,0,22,2016
7109,garo hills,0,0,16,0,1700,0,0,17,2016
7110,garo hills,0,0,45,0,3000,0,0,0,2015
7111,garo hills,0,5,100,0,6000,0,0,0,2015
7112,garo hills,0,3,129,0,12468,0,3,124,2021
7113,khasi hills,0,0,261,0,6067,0,0,1,2020
7114,khasi hills,0,0,37,0,2150,0,0,0,2016
7115,jaintia hills,0,0,61,0,5316,0,0,45,2019
7116,ri bhoi,1,0,62,12,1679,0,0,0,2014
7117,garo hills,0,0,53,0,3222,0,0,0,2021
7118,khasi hills,0,0,35,0,3190,0,0,29,2020
7119,khasi hills,0,0,33,0,2648,0,0,0,2019
7120,khasi hills,0,0,48,0,2538,0,0,0,2017
7121,garo hills,0,0,20,0,2000,0,0,20,2019
7122,khasi hills,0,1,159,0,8797,0,0,1,2021
7123,ri bhoi,0,2,48,0,2070,0,0,0,2021
7124,ri bhoi,0,1,27,0,0,0,0,0,2017
7125,garo hills,0,117,118,0,5467,0,0,0,2016
7126,khasi hills,8,45,727,360,34182,0,0,1,2020
7127,khasi hills,0,0,198,0,12558,0,0,58,2016
7128,khasi hills,0,0,37,0,0,0,0,0,2015
7129,khasi hills,0,0,113,0,10100,0,0,101,2019
7130,khasi hills,0,0,59,0,4994,0,0,7,2019
7131,garo hills,0,0,39,0,3871,0,0,0,2014
7132,jaintia hills,0,1,125,0,7224,0,0,0,2021
7133,khasi hills,0,0,84,0,0,0,0,0,2015
7134,ri bhoi,0,1,92,0,7726,0,1,20,2019
7135,garo hills,0,0,111,0,2720,0,6,40,2014
7136,khasi hills,0,1,64,0,2648,0,0,0,2017
7137,garo hills,0,0,70,0,6431,0,0,56,2020
7138,garo hills,0,3,136,0,11593,0,2,21,2020
7139,khasi hills,0,0,79,0,7069,0,0,0,2021
7140,khasi hills,0,0,9,0,899,0,0,8,2020
7141,jaintia hills,0,0,54,0,3184,0,0,0,2014
7142,garo hills,45,16,211,4760,20160,47,15,200,2016
7143,garo hills,0,0,0,0,0,0,0,0,2017
7144,jaintia hills,0,1,36,0,0,0,0,0,2017
7145,garo hills,3,442,446,230,26216,0,171,171,2018
7146,khasi hills,0,0,165,0,11300,0,0,1,2017
7147,jaintia hills,0,5,69,0,1687,0,0,0,2015
7148,khasi hills,0,0,179,0,5459,0,0,0,2021
7149,khasi hills,0,0,58,0,5794,0,0,57,2017
7150,khasi hills,0,0,69,0,2030,0,0,0,2015
7151,khasi hills,0,0,116,0,10950,0,0,70,2017
7152,garo hills,0,0,118,0,11232,0,0,0,2016
7153,khasi hills,0,0,80,0,1700,0,0,0,2015
7154,garo hills,0,0,24,0,2206,0,0,0,2017
7155,garo hills,0,2,34,0,2122,0,1,20,2020
7156,garo hills,0,0,88,0,8800,0,0,232,2015
7157,jaintia hills,0,0,181,0,5462,0,0,0,2014
7158,ri bhoi,0,4,35,0,2670,0,2,14,2020
7159,khasi hills,2,0,18,60,600,0,0,0,2016
7160,garo hills,0,0,154,0,12413,0,0,0,2017
7161,khasi hills,0,0,42,0,3900,0,0,39,2016
7162,jaintia hills,0,0,35,0,1961,0,0,0,2020
7163,ri bhoi,33,5,122,240,828,0,0,0,2017
7164,garo hills,0,0,0,0,0,0,0,0,2016
7165,garo hills,0,0,7,0,0,0,0,0,2014
7166,khasi hills,0,0,30,0,0,0,0,0,2020
7167,garo hills,0,0,28,0,2587,0,0,7,2016
7168,garo hills,0,0,82,0,5985,0,0,0,2017
7169,jaintia hills,0,0,115,0,7161,0,0,0,2018
7170,garo hills,0,160,160,0,3718,0,0,0,2017
7171,garo hills,0,0,31,0,1411,0,0,0,2017
7172,garo hills,0,0,73,0,6800,0,0,68,2021
7173,khasi hills,0,0,13,0,0,0,0,0,2014
7174,khasi hills,0,0,43,0,4300,0,0,43,2019
7175,garo hills,0,1,39,0,3480,0,0,0,2018
7176,garo hills,0,0,73,0,7100,0,0,71,2016
7177,khasi hills,0,0,102,0,2925,0,0,0,2018
7178,garo hills,0,7,204,0,15572,0,6,83,2018
7179,khasi hills,0,0,74,0,0,0,0,0,2015
7180,garo hills,0,0,12,0,1200,0,0,12,2018
7181,garo hills,0,2,107,0,7280,0,0,0,2017
7182,khasi hills,0,0,58,0,0,0,0,0,2017
7183,khasi hills,0,0,18,0,1800,0,0,18,2016
7184,ri bhoi,0,1,78,0,1595,0,0,0,2019
7185,ri bhoi,3,16,97,180,5688,0,0,0,2015
7186,khasi hills,0,0,13,0,1018,0,0,0,2014
7187,ri bhoi,0,0,43,0,684,0,0,0,2015
7188,garo hills,0,0,43,0,2150,0,0,0,2016
7189,khasi hills,0,0,43,0,4001,0,0,0,2020
7190,khasi hills,0,0,44,0,0,0,0,0,2017
7191,jaintia hills,0,0,161,0,0,0,0,0,2016
7192,khasi hills,0,0,0,0,0,0,0,0,2017
7193,garo hills,0,0,57,0,2736,0,0,0,2014
7194,garo hills,0,0,43,0,4285,0,0,41,2018
7195,garo hills,0,0,0,0,0,0,0,0,2017
7196,garo hills,0,3,114,0,8766,0,0,0,2016
